id,name,age,salary,city,department,experience_years,rating,joining_year,is_manager
428,Name_428,53,58110,Mumbai,HR,13,3.71,2009,False
429,Name_429,50,36389,Hyderabad,IT,7,2.45,2024,False
430,Name_430,47,61427,Chennai,Finance,13,3.37,2024,True
431,Name_431,54,99579,Chennai,IT,6,1.04,2013,False
432,Name_432,40,48746,Hyderabad,IT,11,3.54,2015,False
433,Name_433,27,107886,Chennai,HR,10,4.65,2005,True
434,Name_434,22,20117,Chennai,HR,10,3.45,2022,False
435,Name_435,53,104471,Chennai,HR,12,4.49,2010,False
436,Name_436,51,33234,Bangalore,HR,17,3.9,2006,True
437,Name_437,48,73441,Bangalore,Marketing,1,1.48,2019,False
438,Name_438,27,20846,Delhi,HR,14,4.61,2018,True
439,Name_439,36,30954,Mumbai,Marketing,19,1.27,2009,True
440,Name_440,49,99239,Hyderabad,Marketing,17,3.14,2010,False
441,Name_441,18,66514,Hyderabad,HR,14,1.57,2010,False
442,Name_442,22,108236,Hyderabad,Sales,18,1.05,2022,False
443,Name_443,21,117579,Delhi,Finance,11,2.69,2018,True
444,Name_444,33,26469,Bangalore,IT,12,2.18,2014,False
445,Name_445,41,50105,Delhi,Marketing,10,2.94,2018,True
446,Name_446,33,62101,Hyderabad,Finance,4,3.31,2017,False
447,Name_447,19,84323,Mumbai,Sales,0,1.17,2007,False
448,Name_448,45,111922,Chennai,IT,2,1.49,2010,False
449,Name_449,49,78067,Bangalore,IT,18,3.23,2012,True
450,Name_450,44,69376,Bangalore,Marketing,6,2.37,2016,False
451,Name_451,37,65587,Delhi,HR,11,3.92,2017,False
452,Name_452,41,56976,Bangalore,Sales,14,3.61,2015,True
453,Name_453,29,87584,Hyderabad,Marketing,4,4.38,2016,True
454,Name_454,52,98477,Hyderabad,Sales,14,3.77,2005,False
455,Name_455,50,62533,Delhi,HR,7,2.72,2021,False
456,Name_456,50,21828,Hyderabad,HR,9,3.69,2020,False
457,Name_457,54,21917,Mumbai,Marketing,15,2.1,2015,True
458,Name_458,29,40618,Delhi,HR,7,2.23,2017,True
459,Name_459,20,52254,Mumbai,Finance,0,4.16,2022,True
460,Name_460,18,67362,Chennai,IT,11,2.79,2015,True
461,Name_461,50,40128,Mumbai,Marketing,4,4.19,2016,False
462,Name_462,57,79383,Chennai,Sales,2,4.29,2010,True
463,Name_463,27,85545,Chennai,Finance,0,4.43,2013,True
464,Name_464,46,102180,Mumbai,Marketing,3,4.67,2020,True
465,Name_465,30,107958,Delhi,HR,7,2.72,2008,False
466,Name_466,29,29865,Hyderabad,HR,2,2.28,2007,False
467,Name_467,48,22219,Hyderabad,HR,9,3.33,2020,True
468,Name_468,19,59809,Chennai,HR,1,2.48,2016,True
469,Name_469,52,25287,Chennai,Sales,10,3.4,2015,False
470,Name_470,40,54387,Delhi,Finance,9,3.82,2009,False
471,Name_471,34,28512,Bangalore,IT,13,3.75,2022,False
472,Name_472,43,21342,Mumbai,Sales,6,2.5,2023,False
473,Name_473,25,83076,Chennai,Sales,1,1.67,2010,False
474,Name_474,46,39216,Hyderabad,IT,8,2.72,2022,False
475,Name_475,43,113070,Delhi,IT,15,1.57,2010,False
476,Name_476,27,99767,Mumbai,HR,12,4.56,2008,False
477,Name_477,43,117829,Delhi,Sales,8,2.38,2016,True
478,Name_478,51,46614,Mumbai,Marketing,19,1.62,2023,True
479,Name_479,58,56258,Mumbai,IT,3,1.1,2006,True
480,Name_480,24,113789,Chennai,IT,9,3.58,2021,True
481,Name_481,21,62078,Delhi,Finance,11,3.55,2015,True
482,Name_482,28,103524,Delhi,Marketing,16,2.36,2015,True
483,Name_483,46,116573,Hyderabad,Marketing,13,1.29,2020,False
484,Name_484,53,32219,Hyderabad,IT,13,2.64,2006,False
485,Name_485,42,20235,Chennai,HR,1,2.24,2006,True
486,Name_486,38,62929,Chennai,Finance,19,3.71,2012,True
487,Name_487,53,87444,Bangalore,Marketing,10,3.42,2017,False
488,Name_488,27,28567,Hyderabad,IT,15,2.46,2014,False
489,Name_489,54,90792,Mumbai,Marketing,18,1.87,2012,False
490,Name_490,26,85441,Delhi,Finance,5,4.95,2008,True
491,Name_491,41,104555,Chennai,Finance,18,2.82,2019,False
492,Name_492,52,93698,Delhi,Sales,4,3.75,2005,True
493,Name_493,52,25415,Delhi,IT,3,1.56,2015,True
494,Name_494,53,56159,Bangalore,Finance,14,2.94,2011,False
495,Name_495,35,63925,Hyderabad,Sales,3,1.11,2021,False
496,Name_496,56,25951,Chennai,Sales,19,3.02,2024,True
497,Name_497,49,107388,Delhi,Marketing,9,4.86,2022,False
498,Name_498,41,28007,Chennai,Marketing,2,2.54,2016,False
499,Name_499,40,61832,Mumbai,Sales,4,1.16,2013,True
500,Name_500,49,78596,Bangalore,Marketing,5,1.12,2009,False
